hekayt,bab,clean_text,cluster_k5,cluster_opt,cluster_dbscan
"کارها به صبر بر آید و مُستَعجِل به سر در آید. به چشمِ خویش دیدم در بیابان
که آهسته سَبَق بُرد از شتابان سمندِ بادپای از تک فرو ماند
شتربان هم‌چنان آهسته می‌راند",8,کار صبر مستعجل سر چشم بیابان آهسته سبق برد شتابان سمند بادپا تک فرو شتربان آهسته می‌راند,3,1,1
"نادان را به از خاموشی نیست وگر این مصلحت بدانستی نادان نبودی. چون نداری کمالِ فضل آن به
که زبان در دهان نگه داری آدمی را زبان فضیحه کند
جوزِ بی‌مغز را سبکساری خری را ابلهی تعلیم می‌داد
بر او بر صرف کرده سعیِ دایم حکیمی گفتش ای نادان چه کوشی؟
در این سودا بترس از لوم ِ لایم نیاموزد بهایم از تو گفتار
تو خاموشی بیاموز از بهایم هر که تأمل نکند در جواب
بیشتر آید سخنش ناصواب یا سخن آرای چو مردم به هوش
یا بنشین چون حیوانان خموش",8,نادان خاموش وگر مصلحت بدانستی نادان نداری کمال فضل زبان دهان نگهداری آدم زبان فضیحه جوز بیمغز سبکساری خرید ابله تعلیم میداد دایم حکیم گفتش نادان کوشید سودا بترس لو لا نیاموزد بهایم گفتار خاموش بیاموز بهایم تأمل جواب سخن ناصواب سخن آرا مردم هوش بنشین حیوان خموش,1,10,5
"هر که با داناتر از خود بحث کند تا بدانند که داناست، بدانند که نادان است. چون در آید مِه از تویی به سخن
گرچه بِه دانی، اعتراض مکن",8,دانا بحث داناست نادان مه سخن گرچه اعتراض مکن,1,10,5
"هر که با بدان نشیند، نیکی نبیند. گر نشیند فرشته‌ای با دیو
وحشت آموزد و خیانت و ریو از بدان نیکویی نیاموزی
نکند گرگ پوستین دوزی",8,بدان نیک فرشتهای دیو وحشت آموخت خیانت ریو بدان نیکو نیاموزی گرگ پوستیندوزی,1,0,9
مردمان را عیب نهانی پیدا مکن که مر ایشان را رسوا کنی و خود را بی اعتماد. هر که علم خواند و عمل نکرد بدان ماند که گاو راند و تخم نیفشاند.,8,مرد عیب نهانی مکن مر رسوا بیاعتماد علم خواند عمل بدان گاو راند تخم نیفشاند,1,7,5
از تن بی‌دل طاعت نیاید و پوست بی‌مغز را بضاعت نشاید.,8,تن بیدل طاعت نیاید پوست بیمغز بضاعت نشاید,1,7,-1
"نه هر که در مجادله چُست، در معامله درست. بس قامتِ خوش که زیرِ چادَر باشد
چون باز کنی مادر مادر باشد",8,مجادله چست معامله درست بس قامت خوش چادر مادر مادر,4,6,1
"اگر شبها همه قدر بودی، شب قدر بی قدر بودی. گر سنگ همه لعل بدخشان بودی
پس قیمت لعل و سنگ یکسان بودی",8,شب قدر شب قدر بیقدر سنگ لعل بدخشان قیمت لعل سنگ یکسان,4,5,7
"نه هر که به صورت نکوست سیرت زیبا در اوست. کار اندرون دارد نه پوست. توان شناخت به یک روز در شمایل مرد
که تا کجاش رسیده‌ست پایگاه علوم ولی ز باطنش ایمن مباش و غره مشو
که خبث نفس نگردد به سالها معلوم",8,صورت نکوست سیرت زیبا اوست کار اندرون پوست شناخت روز شمایل مرد کجا رسیدهست پایگاه علوم باطن ایمن مباش غره مشو خبث نفس سال معلوم,4,1,1
"هرکه با بزرگان ستیزد، خون خود ریزد. خویشتن را بزرگ پنداری
راست گفتند یک دو بیند لوچ زود بینی شکسته پیشانی
تو که بازی کنی به سر با قوچ",8,هرکه ستیزد خون ریخت خویشتن پنداری راست لوچ زود بینی شکسته پیشانی بازی سر قوچ,2,0,-1
"پنجه با شیر زدن و مشت با شمشیر، کار خردمندان نیست. جنگ و زورآوری مکن با مست
پیش سرپنجه در بغل نه دست",8,پنجه شیر زدن مشت شمشیر کار خردمند جنگ زورآوری مکن مست سرپنجه بغل دست,3,7,-1
"ضعیفی که با قوی دلاوری کند، یار دشمن است در هلاک خویش. سایه پرورده را چه طاقت آن
که رود با مبارزان به قتال سست بازو به جهل می‌فکند
پنجه با مرد آهنین چنگال",8,ضعیف قوی دلاور یار دشمن هلاک سایه پرورده طاقت رود مبارز قتال سست بازو جهل میفکند پنجه مرد آهنین چنگال,0,3,-1
"بی هنران، هنرمند را نتوانند که بینند همچنان که سگان بازاری سگ صید را مشغله برآرند و پیش آمدن نیارند. یعنی سفله چون به هنر با کسی برنیاید، به خبثش در پوستین افتد. کند هر آینه غیبت حسود کوته دست
که در مقابله گنگش بود زبان مقال",8,هنر هنرمند توانست سگ بازار سگ صید مشغله برآرند آمدن یارست سفله هنر برنیاید خبث پوستین آینه غیبت حسود کوته دست مقابله گنگ زبان مقال,4,5,7
"گر جور شکم نیستی، هیچ مرغ در دام صیاد نیوفتادی بلکه صیاد خود دام ننهادی. حکیمان دیر دیر خورند و عابدان نیم سیر و زاهدان سد رمق و جوانان تا طبق برگیرند و پیران تا عرق بکنند، اما قلندران چندان که در معده جای نفس نماند و بر سفره روزی کس. اسیر بند شکم را دو شب نگیرد خواب
شبی ز معدهٔ سنگی شبی ز دلتنگی",8,جور شکم مرغ دام صیاد نیوفتادی صیاد دام ننهادی حک دیر دیر خورد عابد نیم سیر زاهد سد رمق جوان برگیرند پیر عرق قلندر چندان معده نفس سفره روزید اسیر بند شکم شب خواب شب معده سنگ شب دلتنگی,4,1,7
"مشورت با زنان تباه است و سخاوت با مفسدان گناه. خبیث را چو تعهد کنی و بنوازی
به دولت تو گنه می‌کند به انبازی ترحم بر پلنگ تیز دندان
ستمکاری بود بر گوسپندان",8,مشورت زن تباه سخاوت مفسد گناه خبیث تعهد بنوازی دولت گنه میکند انبازی ترحم پلنگ تیز دندان ستمکار گوسپند,1,0,-1
"هر که را دشمن پیش است، اگر نکشد دشمن خویش است. سنگ بر دست و مار سر بر سنگ
خیره‌رایی بود قیاس و درنگ",8,دشمن کشید دشمن سنگبر دست مار سر سنگ خیرهرایی قیاس درنگ,0,3,8
"کشتن بندیان تأمل اولی تر است، به حکم آن که اختیار باقیست: توان کشت و توان بخشید. و گر بی تأمل کشته شود، محتمل است که مصلحتی فوت شود که تدارک مثل آن ممتنع باشد. نیک سهل است زنده بی جان کرد
کشته را باز زنده نتوان کرد شرط عقل است صبر تیرانداز
که چو رفت از کمان نیاید باز",8,کشتن بند تأمل حکم اختیار باقیست کشت بخشید وگر تأمل کشت محتمل مصلحت فوت تدارک ممتنع نیک سهل زنده بیجان کشته زنده نتوان شرط عقل صبر تیرانداز کمان نیاید,1,0,-1
"حکیمی که با جُهّال دراُفتد توقعِ عزّت ندارد وگر جاهلی به ‌زبان‌آوری بر حکیمی غالب آید عجب نیست که سنگی‌ست که گوهر همی‌شکند. نه عجب گر فرو رود نَفَسَش
عندلیبی غُراب هم‌ قفسش گر هنرمند از اوباش جفایی بیند
تا دلِ خویش نیازارد و در هم نشود سنگِ بد گوهر اگر کاسه‌ زرّین بشکست
قیمتِ سنگ نیفزاید و زر کم نشود",8,حکیم جهال درافتد توقع عزت وگر جاهل زبانآوری حکیم غالب عجب سنگیست گوهر همیشکند عجبگر فرو رود نفس عندلیب غراب قفسشگر هنرمند اوباش جفا دل نیازارد سنگ بد گوهر کاسه زرین بشکست قیمت سنگ نیفزاید زر,4,5,7
"خردمندی را که در زمرهٔ اجلاف سخن ببندد شگفت مدار، که آواز بربط با غلبهٔ دهل بر نیاید و بوی عنبر از گند سیر فرو ماند. بلند آواز نادان گردن افراخت
که دانا را به بی شرمی بینداخت نمی‌داند که آهنگ حجازی
فرو ماند ز بانگ طبل غازی",8,خردمند زمره اجلاف سخن بست شگفت مدار آواز بربط غلبه دهل نیاید بو عنبر گند سیر فرو بلند آواز نادان گردن افراخت دانا شرم بینداخت نمیداند آهنگ حجاز فرو بانگ طبل غازید,1,7,5
"جوهر اگر در خلاب افتد، همچنان نفیس است و غبار اگر به فلک رسد، همان خسیس. استعداد بی تربیت دریغ است و، تربیت نامستعد ضایع. خاکستر نسبی عالی دارد که آتش جوهر علویست ولیکن چون به نفس خود هنری ندارد، با خاک برابر است و قیمت شَکَر نه از نی است ، که آن خود خاصیت وی است. چو کنعان را طبیعت بی هنر بُود
پیمبرزادگی، قدرش نیفزود هنر بنمای اگر داری نه گوهر
گُل از خار است و ابراهیم از آزر",8,جوهر خلاب نفیس غبار فلک خسیس استعداد بیتربیت دریغ تربیت نامستعد ضایع خاکستر نسبی آتش جوهر علویست ولیکن نفس هنر خاک قیمت شکر نی خاصیت کنعان طبیعت بیهنر پیمبرزادگی قدر نیفزود هنر بنمای گوهر گل خار ابراهیم آزر,4,5,7
"مشک آن است که ببوید نه آن که عطار بگوید. دانا چو طبلهٔ عطار است، خاموش و هنرنمای. و نادان خود طبل غازی، بلندآواز و میان‌تهی. عالم اندر میان جاهل را
مثلی گفته‌اند صدیقان شاهدی در میان کوران است
مصحفی در سرای زندیقان",8,مشک ببوید عطار دانا طبله عطار خاموش هنرنما نادان طبل غازید بلندآواز میانتهی عالم اندر جاهل گفتهاند صدیق شاهد کور مصحف سرود زندیق,1,7,5
"دوستی را که به عمری فرا چنگ آرند، نشاید که به یک دم بیازارند. سنگی به چند سال شود لعل پاره‌ای
زنهار تا به یک نفسش نشکنی به سنگ",8,دوست عمر فرا چنگ آرست نشاید دم بیازارند سنگ سال لعل پار زنهار نفس شکست سنگ,4,5,7
"عقل در دست نفس چنان گرفتار است که مرد عاجز با زن گُربز. رای بی‌قوّت مکر و فسون است و قوّت بی‌رای جهل و جنون. تمیز باید و تدبیر و عقل و آن‌گه مُلک
که مُلک و دولتِ نادان سلاح جنگ خداست",8,عقل دست نفس چنان گرفتار مرد عاجز زن گربز بیقوت مکر فسون قوت بیرای جهل جنون تمیز تدبیر عقل آنگه ملک ملک دولت نادان سلاح جنگ خداست,2,2,-1
"جوانمرد که بخورد و بدهد، به از عابدی که روزه دارد و بنهد. هر که ترک شهوات از بهر قبول خلق داده است، از شهوتی حلال در شهوتی حرام افتاده است. عابد که نه از بهر خدا گوشه نشیند
بیچاره در آیینهٔ تاریک چه بیند",8,جوانمرد خورد عابد روزه نهشت ترک شهوات بهر قبول خلق شهوت حلال شهوت حرام عابد بهر خدا گوشه بیچاره آیینه تاریک,1,9,1
"اندک اندک خیلی شود و قطره قطره سیلی گردد. یعنی آنان که دست قوّت ندارند، سنگ خرده نگه دارند تا به وقت فرصت دمار از دماغ ظالم برآرند. وَ قَطرٌ عَلیٰ قَطرٍ اِذَا اتَّفَقَت نَهرٌ
وَ نَهرٌ عَلیٰ نَهرٍ اِذَا اجتَمَعَت بَحرٌ اندک اندک به هم شود بسیار
دانه دانه است غله در انبار",8,اندکاندک قطرهقطره سیلی دست قوت سنگ خرده نگه وقت فرصت دمار دماغ ظالم برآرند قطر علی قطر اذا اتفقت نهر نهر علی نهر اذا اجتمعت بحر اندکاندک دانه دانه غله انبار,3,5,-1
"عالِم را نشاید که سفاهت از عامی به حلم درگذراند که هر دو طرف را زیان دارد: هیبت این کم شود و جهل آن مستحکم. چو با سفله، گویی به لطف و خوشی
فزون گرددش کبر و گردنکشی",8,عالم نشاید سفاهت عام حلم درگذراند زیان هیبت جهل مستحکم سفله لطف خوش فزون گرددش کبر گردنکش,1,7,-1
"معصیت از هر که صادر شود ناپسندیده است و از علما ناخوبتر؛ که علم سلاح جنگ شیطان است و خداوندِ سلاح را چون به اسیری برند شرمساری بیش برد. عام نادان پریشان روزگار
به ز دانشمند ناپرهیزگار کآن به نابینایی از راه اوفتاد
وین دو چشمش بود و در چاه اوفتاد",8,معصیت صادر ناپسندیده علما ناخوبتر علم سلاح جنگ شیطان خداوند سلاح اسیر برد شرمساری برد عام نادان پریشان روزگار دانشمند ناپرهیزگار کآن نابینایی اوفتاد وین چشم چاه اوفتاد,1,7,5
"جان در حمایت یک دم است و دنیا وجودی میان دو عدم. دین به دنیا فروشان خرند، یوسف بفروشند تا چه خرند؟! اَلَم اَعهَد اِلَیکُم یا بَنی آدَمَ اَن لاتَعبُدوا الشَّیطانَ؟ به قول دشمن پیمان دوست بشکستی
ببین که از که بریدی و با که پیوستی",8,جان حمایت دم دنیا وجودی دین دنیا فرو خرید یوسف فروخت خرید الم اعهد الیکم بنیآدم ان لاتعبدوا الشیطان قول دشمن پیمان دوست بشکستی بریدی پیوست,0,3,8
"شیطان با مخلصان برنمی‌آید و سلطان با مفلسان. وامش مده آن که بی نماز است
گرچه دهنش ز فاقه باز است کاو فرض خدا نمی‌گزارد
از قرض تو نیز غم ندارد امروز دو مرده بیش گیرد مرکن
فردا گوید تربی از اینجا بر کن",8,شیطان مخلص برنمیآید سلطان مفلس وام مده بینماز گرچه دهنش فاقه کاو فرض خدا نمیگزارد قرض غم امروز مرده مرکن فردا تربی,2,8,-1
"هر که در زندگانی نانش نخورند، چون بمیرد نامش نبرند. لذت انگور بیوه داند نه خداوند میوه. یوسف صدیق علیه السلام در خشکسال مصر سیر نخوردی تا گرسنگان فراموش نکند. آن که در راحت و تنعم زیست
او چه داند که حال گرسنه چیست حال درماندگان کسی داند
که به احوال خویش در ماند ای که بر مرکب تازنده سواری هش دار
که خر خارکش مسکین در آب و گل است آتش از خانهٔ همسایهٔ درویش مخواه
کآنچه بر روزن او می‌گذرد دود دل است",8,زندگانی نان خورد مرد نام برد لذت انگور بیوه خداوند میوه یوسف صدیق علیهالسلام خشکسال مصر سیر خورد گرسنگان فراموش راحت تنعم زیست گرسنه چیست درماندگان احوال مرکب تازنده سوار هش خر خارکش مسکین آب گل آتش خانه همسایه درویش مخواه کآنچه روزن میگذرد دود دل,4,8,1
"درویش ضعیف‌حال را در خشکی تنگ‌سال مپرس که «چونی؟»، الا به شرط آن که مرهم ریشش بنهی و معلومی پیشش. خری که بینی و باری به گل درافتاده
به دل بر او شفقت کن ولی مرو به سرش کنون که رفتی و پرسیدیش که چون افتاد
میان ببند و چو مردان بگیر دمب خرش",8,درویش ضعیفحال خشکی تنگسال مپرس الا شرط مرهم ریش نهشت معلوم خرید بینی گل درافتاده دل شفقت مرو سر کنون پرسیدیش ببند مرد بگیر دمب خر,3,8,-1
"دو چیز محال عقل است: خوردن بیش از رزق مقسوم و مردن پیش از وقت معلوم. قضا دگر نشود ور هزار ناله و آه
به کفر یا به شکایت برآید از دهنی فرشته‌ای که وکیل است بر خزاین باد
چه غم خورد که بمیرد چراغ پیرزنی",8,محال عقل خوردن رزق مقسوم مردن وقت معلوم قضا دگر ور هزار ناله آه کفر شکایت برآید دهنی فرشتهای وکیل خزاین باد غم خورد مرد چراغ پیرزن,4,4,6
"ای طالب روزی بنشین که بخوری و ای مطلوب اجل مرو که جان نبری. جهد رزق ار کنی و گر نکنی
برساند خدای عز و جل ور روی در دهان شیر و پلنگ
نخورندت مگر به روز اجل",8,طالب روزید بنشین خورد وای مطلوب اجل مرو جان برد جهد رزق ار وگر رساند خدا عز جل ور دهان شیر پلنگ نخورندت مگر بهروز اجل,4,8,-1
"به نانهاده دست نرسد و نهاده هر کجا هست برسد. شنیده‌ای که سکندر برفت تا ظلمات
به چند محنت و خورد آن که خورد آب حیات",8,نانهاده دست نهاده کجا هست شنیدهای سکندر ظلمات محنت خورد خورد آب حیات,3,4,-1
"صیاد بی روزی ماهی در دجله نگیرد و ماهی بی اجل در خشک نمیرد. مسکین حریص در همه عالم همی‌رود
او در قفای رزق و اجل در قفای او",8,صیاد روزید ماه دجله ماه اجل خشک مرد مسکین حریص عالم همیرود قفا رزق اجل قفا,4,4,7
توانگر فاسق کلوخ زراندود است و درویش صالح شاهد خاک آلود. این دلق موسی است مرقع و آن ریش فرعون مرصع.,8,توانگر فاسق کلوخ زراندود درویش صالح شاهد خاکآلود دلق موسی مرقع ریش فرعون مرصع,3,8,1
"شدت نیکان روی در فرج دارد و دولت بدان سر در نشیب. هر که را جاه و دولت است و بدان
خاطری خسته در نخواهد یافت خبرش ده که هیچ دولت و جاه
به سرای دگر نخواهد یافت",8,شدت نیک فرج دولت بدان سر نشیب جاه دولت بدان خاطر خسته خبر ده دولت جاه سرود دگر,1,0,9
"حسود از نعمت حق بخیل است و بندهٔ بی گناه را دشمن می‌دارد. مردکی خشک مغز را دیدم
رفته در پوستین صاحب جاه گفتم ای خواجه گر تو بدبختی
مردم نیکبخت را چه گناه الا تا نخواهی بلا بر حسود
که آن بخت برگشته خود در بلاست چه حاجت که با او کنی دشمنی
که او را چنین دشمنی در قفاست",8,حسود نعمت حق بخیل بیگناه دشمن میدارد مردکی خشکمغز رفته پوستین صاحب جاه خواجهگر بدبخت مردم نیکبخت گناه الا نخواهی_بلا حسود بختبرگشته بلاست حاجت دشمن دشمن قفاست,0,3,8
تلمیذ بی ارادت عاشق بی زر است و روندهٔ بی معرفت مرغ بی پر و عالم بی عمل درخت بی بر و زاهد بی علم خانهٔ بی در.,8,تلمیذ ارادت عاشق زر رونده بیمعرفت مرغ عالم بیعمل درخت بیبر زاهد علم خانه,1,7,-1
"مراد از نزول قرآن تحصیل سیرت خوب است نه ترتیل سورت مکتوب. عامی متعبد پیادهٔ رفته است و عالم متهاون سوار خفته. عاصی که دست بر دارد، به از عابد که در سر دارد. سرهنگ لطیف‌خوی دل‌دار
بهتر ز فقیه مردم‌آزار",8,مراد نزول قرآن تحصیل سیرت ترتیل سور مکتوب عام متعبد پیاده عالم متهاون سوار خفته عاصی دست عابد سر سرهنگ لطیفخوی دلدار فقیه مردمآزار,1,9,-1
"یکی را گفتند: عالم بی عمل به چه ماند؟ گفت: به زنبور بی عسل. زنبورِ درشتِ بی‌مروت را گوی
باری چو عسل نمی‌دهی نیش مزن",8,عالم بیعمل زنبور عسل زنبور درشت بیمروت گوی عسل نمیدهی نیش مزن,1,7,-1
"مردِ بی مروت زن است و عابدِ با طمع رهزن. ای به ناموس کرده جامه سپید
بهر پندار خلق و نامه سیاه دست کوتاه باید از دنیا
آستین خوه دراز و خوه کوتاه",8,مرد بیمروت زن عابد طمع رهزن ناموس جامه سپید بهر پندار خلق نامه سیاه دست کوتاه دنیا آستین خوه دراز خوه کوتاه,1,9,1
"دو کس را حسرت از دل نرود و پای تغابن از گل بر نیاید: تاجر کشتی شکسته و وارث با قلندران نشسته. پیش درویشان بود خونت مباح
گر نباشد در میان مالت سبیل یا مرو با یار ازرق‌پیرهن
یا بکش بر خان و مان انگشت نیل دوستی با پیلبانان یا مکن
یا طلب کن خانه‌ای در خورد پیل",8,حسرت دل پای تغابن گل نیاید تاجر کشتی شکسته وارث قلندر نشسته درو خون مباح مالت سبیل مرو یار ازرقپیرهن بک خان مان انگشت نیل دوست پیلبانان مکن طلب خان خورد پیل,4,4,-1
"خلعت سلطان اگر چه عزیز است، جامهٔ خُلقانِ خود به عزت تر، و خوانِ بزرگان اگر چه لذیذ است، خردهٔ انبانِ خود به لذت تر. سرکه از دسترنج خویش و تره
بهتر از نان دهخدا و بره",8,خلعت سلطان عزیز جامه خلق عزتتر خوان لذیذ خرده انبان لذتتر سرکه دسترنج تره نان دهخدا بره,2,8,-1
"خلاف راه صواب است و عکس رای اولوالالباب، دارو به گمان خوردن و راه نادیده بی کاروان رفتن. امام مرشد محمد غزالی را رحمة الله علیه پرسیدند: چگونه رسیدی بدین منزلت در علوم؟ گفت: بدان که هر چه ندانستم از پرسیدن آن ننگ نداشتم. امید عافیت آن گه بود موافق عقل
که نبض را به طبیعت‌شناس بنمایی بپرس هر چه ندانی که ذل پرسیدن
دلیل راه تو باشد به عز دانایی",8,خلاف صواب عکس اولوالالباب دارو گمان خوردن نادیده کاروان رفتن امام مرشد محمد غزال رحمة الله پرسید بدین منزلت علوم بدان پرسیدن ننگ امید عافیت گه موافق عقل نبض طبیعتشناس بنمایی بپرس ذل پرسیدن دلیل عز دانا,1,7,-1
"هر آنچه دانی که هر آینه معلوم تو گردد، به پرسیدن آن تعجیل مکن که هیبت سلطنت را زیان دارد. چو لقمان دید کاندر دست داوود
همی آهن به معجز موم گردد نپرسیدش چه می‌سازی که دانست
که بی پرسیدنش معلوم گردد",8,آینه معلوم پرسیدن تعجیل مکن هیبت سلطنت زیان لقمان کاندر دست داوود آهن معجز موم نپرسیدش میسازی پرسیدن معلوم,3,7,-1
"یکی از لوازم صحبت آن است که خانه بپردازی یا با خانه خدای در سازی. حکایت بر مزاج مستمع گوی
اگر خواهی که دارد با تو میلی هر آن عاقل که با مجنون نشیند
نباید کردنش جز ذکر لیلی",8,لوازم صحبت خانه پرداخت خانه خدا حکایت مزاج مستمع گوی خواهی_که میلی عاقل مجنون ذکر لیل,4,8,-1
"هر که با بدان نشیند اگر نیز طبیعت ایشان در او اثر نکند به طریقت ایشان متهم گردد و گر به خراباتی رود به نماز کردن، منسوب شود به خمر خوردن. رقم بر خود به نادانی کشیدی
که نادان را به صحبت برگزیدی طلب کردم ز دانایی یکی پند
مرا فرمود با نادان مپیوند که گر دانای دهری خر بباشی
وگر نادانی ابله تر بباشی",8,بدان طبیعت طریقت متهم وگر خرابات رود نماز منسوب خمر خوردن رقم نادان کشید نادان صحبت برگزیدی طلب دانا پند فرمود نادان مپیوند کهگر دانا دهری خر وگر نادان ابله,1,7,5
"حلم شتر چنان که معلوم است اگر طفلی مهارش گیرد و صد فرسنگ برد، گردن از متابعتش نپیچد. اما اگر دره‌ای هولناک پیش آید که موجب هلاک باشد و طفل آنجا به نادانی خواهد شدن، زمام از کفش در گسلاند و بیش مطاوعت نکند که هنگام درشتی ملاطفت مذموم است و گویند دشمن به ملاطفت دوست نگردد بلکه طمع زیادت کند. کسی که لطف کند با تو خاک پایش باش
وگر ستیزه برد در دو چشمش آکن خاک سخن به لطف و کرم با درشتخوی مگوی
که زنگ خورده نگردد به نرم سوهان پاک",8,حلم شتر چنانکه معلوم طفل مهار صد فرسنگ برد گردن متابعت پیچید هولناک هلاک طفل نادان خواهد_شدن زمام کفش گسلاند مطاوعت درشت ملاطفت مذموم دشمن ملاطفت دوست طمع لطف خاک پا وگر ستیزه برد چشم آکن خاک سخن لطف کرم درشتخوی مگو زنگ خورده نرم سوهان پاک,1,10,-1
"هر که در پیش سخن دیگران افتد تا مایهٔ فضلش بدانند، پایهٔ جهلش معلوم کند. ندهد مرد هوشمند جواب
مگر آن گه کز او سؤال کنند گرچه بر حق بود مزاج سخن
حمل دعویش بر محال کنند",8,سخن مایه فضل پایه جهل معلوم مرد هوشمند جواب مگر گه کز سؤال گرچه حق مزاج سخن حمل دعویش محال,1,10,1
"ریشی درون جامه داشتم و شیخ از آن هر روز بپرسیدی که چون است و نپرسیدی کجاست. دانستم از آن احتراز می‌کند که ذکر همه عضوی روا نباشد و خردمندان گفته‌اند هر که سخن نسنجد، از جوابش برنجد. تا نیک ندانی که سخن عین صواب است
باید که به گفتن دهن از هم نگشایی گر راست سخن گویی و در بند بمانی
به زآن که دروغت دهد از بند رهایی",8,ریش جامه شیخ روز بپرسیدی پرسید کجاست احتراز میکند ذکر عضو روا خردمند گفتهاند سخن سخت جواب برنجد نیک سخن صواب گفتن دهن نگشاییگر راست سخنگو بند زآن دروغ بند رهایی,1,0,10
"دروغ گفتن به ضربت لازم ماند که اگر نیز جراحت درست شود، نشان بماند. چون برادران یوسف که به دروغی موسوم شدند نیز به راست گفتن ایشان اعتماد نماند. قالَ بَل سَوَّلَت لَکُم اَنفُسُکُم اَمرا. یکی را که عادت بود راستی
خطایی رود در گذارند از او و گر نامور شد به قول دروغ
دگر راست باور ندارند از او",8,دروغ گفتن ضربت جراحت درست نشان برادر یوسف دروغ موسوم راست گفتن اعتماد قال بل سولت لک انفسکم امرا عادت راست خطا رود گذاشت وگر نامور قول دروغ دگر راست باور,1,0,10
"اَجَلّ کائنات از روی ظاهر آدمیست و اَذلّ موجودات سگ، و به اتّفاقِ خردمندان سگِ حق شناس به از آدمی ناسپاس. سگی را لقمه‌ای هرگز فراموش
نگردد ور زنی صَد نوبتش سنگ و گر عمری نوازی سفله‌ای را
به کمتر تندی آید با تو در جنگ",8,اجل کائنات ظاهر آدمیست اذل موجودات سگ اتفاق خردمند سگ حقشناس آدم ناسپاس سگ لقمهای هرگز فراموش ور زنی صد نوبت سنگ وگر عمر نوازی سفلهای کمتر تند جنگ,4,5,7
"از نفس پرور هنروری نیاید و بی هنر سروری را نشاید. مکن رحم بر گاو بسیاربار
که بسیارخسب است و بسیارخوار چو گاو ار همی بایدت فربهی
چو خر تن به جور کسان در دهی",8,نفس پرور هنرور نیاید بیهنر سرور نشاید مکن رحم گاو بسیاربار بسیارخسب بسیارخوار گاو ار فربه خر تن جور,1,7,-1
"در انجیل آمده است که ای فرزند آدم! گر توانگری دهمت، مشتغل شوی به مال از من و گر درویش کنمت، تنگدل نشینی. پس حلاوت ذکر من کجا دریابی و به عبادت من کی شتابی؟ گه اندر نعمتی مغرور و غافل
گه اندر تنگدستی خسته و ریش چو در سرا و ضرّا حالت این است
ندانم کی به حق پردازی از خویش",8,انجیل کهای فرزند آدم توانگر دهم مشتغل مال وگر درویش کنمت تنگدل حلاوت ذکر کجا دریاب عبادت کی شتابی گه اندر نعمت مغرور غافل گه اندر تنگدست خسته ریش سرا ضرا حالت کی حق پرداخت,3,8,1
"ارادت بی‌چون یکی را از تخت شاهی فرو آرد و دیگری را در شکم ماهی نکو دارد. وقتیست خوش آن را که بود ذکر تو مونس
ور خود بود اندر شکم حوت چو یونس",8,ارادت بیچون تخت شاه فرو آرد شکم ماه نکو وقتیست خوش ذکر مونس ور اندر شکم حوت یونس,4,1,1
"گر تیغِ قَهر بر کشد، نبی و ولی سر در کشد وگر غمزهٔ لطف بجُنباند، بَدان به نیکان در رساند. گر به‌ محشر خطابِ قهر کند
انبیا را چه جایِ معذرت است پرده از رویِ لطف گو بردار
کاشقیا را امیدِ مغفرت است",8,تیغ قهر کشید نبی سر کشید وگر غمزه لطف بجنباند بدان نیک رساند محشر خطاب قهر انبیا معذرت پرده لطف گو بردار کاشقیا امید مغفرت,1,0,-1
"هر که به تأدیب دنیا راه صواب نگیرد، به تعذیب عقبی گرفتار آید. وَلَنُذیقَنَّهُم من العَذاب الأدنی دوُنَ العَذابِ الأکبرِ. پند است خطاب مهتران آن گه بند
چون پند دهند و نشنوی بند نهند",8,تأدیب دنیا صواب تعذیب عقب گرفتار ولنذیقنهم العذاب الأدنی دون العذاب الأکبر پند خطاب مه گه بند پند بند نهشت,1,7,1
"نیکبختان به حکایت و امثال پیشینیان پند گیرند، زآن پیشتر که پسینیان به واقعهٔ او مثل زنند. دزدان دست کوته نکنند تا دستشان کوته کنند. نرود مرغ سوی دانه فراز
چون دگر مرغ بیند اندر بند پند گیر از مصائب دگران
تا نگیرند دیگران به تو پند",8,نیکبختان حکایت امثال پیشینیان پند زآن پیشتر پسین واقعه زد دزد دست کوته دست کوته مرغ دانه فراز دگر مرغ اندر بند پند گیر مصائب دگر پند,3,1,1
"آن را که گوش ارادت گران آفریده‌اند، چون کند که بشنود و آن را که کمند سعادت کشان می‌برد، چه کند که نرود؟ شب تاریک دوستان خدای
می‌بتابد چو روز رخشنده وین سعادت به زور بازو نیست
تا نبخشد خدای بخشنده از تو به که نالم که دگر داور نیست
وز دست تو هیچ دست بالاتر نیست آن را که تو رهبری کسی گم نکند
وآن را که تو گم کنی کسی رهبر نیست",8,گوش ارادت گران آفریدهاند کمند سعادت کشان میبرد شب تاریک دوستان خدا میبتابد روز رخشنده وین سعادت زور بازو بخشید خدا بخشنده نالید دگر داور وز دست دست رهبر گم وآن گم رهبر,3,8,-1
"گدای نیک انجام به از پادشای بد فرجام. غمی کز پیش شادمانی بری
به از شادیی کز پسش غم خوری",8,گدا نیک انجام پادشای بد فرجام غم کز شادمان بری شاد کز غم خورد,3,4,-1
